item_id,order_id,product_id,quantity,unit_price,discount_percent
97,O00066,P0344,4,590.22,39
98,O00036,P0461,4,1657.15,28
99,O00169,P0316,5,3497.94,9
100,O00290,P0291,6,4057.73,27
101,O00087,P0003,6,1306.26,14
102,O00365,P0379,7,1455.73,23
103,O00069,P0348,6,4401.64,29
104,O00229,P0184,5,2486.16,6
105,O00090,P0331,10,501.67,17
106,O00440,P0424,3,4467.36,12
107,O00135,P0376,2,3664.38,1
108,O00435,P0260,1,4081.95,37
109,O00208,P0394,10,1142.53,2
110,O00283,P0134,9,4480.53,34
111,O00242,P0335,3,1892.51,14
112,O00457,P0396,10,3692.81,18
113,O00069,P0238,9,2601.02,25
114,O00187,P0258,1,3347.12,39
115,O00351,P0085,9,787.82,10
116,O00092,P0290,10,3331.13,9
117,O00377,P0375,8,4701.96,2
118,O00113,P0390,8,1235.57,16
119,O00190,P0120,1,3376.07,33
120,O00465,P0406,6,2001.66,29
121,O00452,P0024,1,4904.89,20
122,O00053,P0361,9,3204.48,17
123,O00428,P0380,5,2935.29,36
124,O00090,P0193,7,1889.95,41
125,O00460,P0428,2,2631.65,24
126,O00499,P0465,4,2630.22,22
127,O00419,P0445,6,2485.62,30
128,O00455,P0310,1,2559.0,8
129,O00226,P0085,4,477.73,41
130,O00144,P0109,3,1015.84,23
131,O00309,P0368,2,3339.44,26
132,O00416,P0170,2,2459.43,30
133,O00246,P0108,10,890.11,26
134,O00012,P0125,1,726.64,37
135,O00083,P0069,9,292.04,36
136,O00076,P0029,3,1365.47,11
137,O00265,P0491,7,3036.85,36
138,O00327,P0010,5,4741.54,13
139,O00230,P0311,8,4349.78,10
140,O00113,P0426,7,3044.11,50
141,O00299,P0421,3,3153.74,32
142,O00136,P0086,6,4619.52,38
143,O00303,P0036,4,1953.24,8
144,O00056,P0009,4,2661.29,32
145,O00351,P0215,3,3067.0,11
146,O00244,P0462,10,3039.09,50
147,O00273,P0258,2,556.63,42
148,O00067,P0462,10,2742.5,0
149,O00460,P0481,7,2658.02,23
150,O00448,P0023,9,2201.89,30
151,O00405,P0394,7,1817.54,47
152,O00465,P0390,10,578.81,8
153,O00131,P0245,4,4559.42,5
154,O00146,P0307,9,2102.37,12
155,O00003,P0364,1,2932.14,7
156,O00267,P0004,7,3307.28,44
157,O00412,P0162,7,1875.12,9
158,O00219,P0334,10,1342.8,34
159,O00217,P0290,6,3098.22,43
160,O00204,P0387,4,2124.82,50
161,O00286,P0248,3,1914.04,35
162,O00248,P0130,5,2930.49,49
163,O00362,P0204,3,4289.49,42
164,O00061,P0383,4,2288.31,44
165,O00487,P0083,2,1150.84,25
166,O00403,P0174,9,3108.72,43
167,O00362,P0027,3,2006.61,40
168,O00003,P0412,2,4133.95,30
169,O00475,P0308,7,531.89,16
170,O00114,P0190,2,3084.24,46
171,O00197,P0477,7,3108.43,33
172,O00147,P0365,10,381.57,49
173,O00420,P0090,8,2250.96,12
174,O00436,P0337,9,1501.43,2
175,O00402,P0307,9,2627.49,14
176,O00315,P0087,1,1862.73,41
177,O00001,P0500,3,525.53,17
178,O00400,P0205,6,3381.34,25
179,O00301,P0103,9,175.3,45
180,O00036,P0471,2,2793.0,46
181,O00425,P0287,10,1805.67,17
182,O00116,P0311,4,2328.32,25
183,O00295,P0003,5,957.67,32
184,O00055,P0287,2,2565.53,21
185,O00485,P0060,9,4787.88,34
186,O00417,P0407,10,1325.69,28
187,O00495,P0194,10,2469.79,15
188,O00388,P0174,8,3439.81,37
189,O00442,P0015,8,669.71,4
190,O00196,P0325,4,3416.87,14
191,O00410,P0162,7,4781.68,33
192,O00275,P0005,5,1316.46,5
193,O00205,P0345,6,472.54,11
194,O00244,P0161,6,1170.97,36
195,O00138,P0094,4,2545.1,12
196,O00121,P0377,4,4376.44,13
197,O00118,P0104,4,4198.04,22
198,O00080,P0399,2,687.4,5
199,O00347,P0490,8,3107.75,48
200,O00439,P0278,1,4255.25,23
201,O00318,P0162,8,4500.79,36
202,O00445,P0141,8,996.07,48
203,O00469,P0262,5,2049.61,48
204,O00296,P0066,1,2676.1,27
205,O00245,P0482,9,259.56,22
206,O00202,P0441,3,2340.26,7
207,O00358,P0266,8,1646.69,0
208,O00007,P0346,4,1959.2,6
209,O00167,P0186,10,4323.03,11
210,O00281,P0135,4,1420.1,39
211,O00176,P0188,3,2543.97,13
212,O00215,P0359,6,1888.88,25
213,O00144,P0231,3,2899.91,36
214,O00352,P0118,2,3632.0,15
215,O00285,P0222,7,1060.71,47
216,O00077,P0243,1,965.38,31
217,O00069,P0458,9,2716.51,20
218,O00403,P0250,5,1329.77,36
219,O00025,P0204,2,3483.66,3
220,O00111,P0417,5,2435.04,40
221,O00050,P0231,6,1372.87,23
222,O00287,P0286,5,1786.29,26
223,O00063,P0180,10,1074.89,36
224,O00333,P0333,9,955.24,49
225,O00146,P0182,6,3398.64,31
226,O00397,P0378,8,4459.2,24
227,O00315,P0147,8,3195.39,9
228,O00445,P0086,6,2166.9,39
229,O00293,P0208,2,487.65,21
230,O00117,P0161,6,3299.76,45
231,O00137,P0310,7,1429.12,28
232,O00400,P0442,6,3764.69,33
233,O00495,P0231,7,919.86,1
234,O00065,P0373,4,3343.91,47
235,O00359,P0384,2,1131.8,25
236,O00053,P0049,2,4690.29,30
237,O00281,P0028,1,3877.58,33
238,O00392,P0043,2,1386.02,9
239,O00044,P0336,7,1615.92,15
240,O00378,P0146,8,3169.76,8
241,O00270,P0430,3,240.0,42
242,O00183,P0441,6,4334.78,29
243,O00500,P0446,9,4680.8,35
244,O00228,P0070,9,967.48,38
245,O00234,P0324,10,2231.39,40
246,O00328,P0274,5,4553.72,30
247,O00277,P0117,2,2265.12,23
248,O00212,P0134,3,1587.51,0
249,O00268,P0418,3,1785.04,30
250,O00274,P0005,8,4740.09,30
251,O00154,P0005,7,4010.03,38
252,O00119,P0408,1,2786.24,12
253,O00211,P0452,9,2241.82,15
254,O00084,P0367,7,4159.29,14
255,O00135,P0041,7,3164.08,33
256,O00392,P0410,10,4057.12,43
257,O00140,P0146,9,4063.16,26
258,O00097,P0437,2,993.8,18
259,O00057,P0327,8,3126.87,17
260,O00359,P0319,8,1020.17,1
261,O00078,P0026,9,208.44,6
262,O00145,P0138,3,3604.46,46
263,O00005,P0120,2,838.35,31
264,O00112,P0176,7,1626.73,31
265,O00191,P0238,1,1718.22,48
266,O00488,P0075,1,1405.87,25
267,O00037,P0279,8,989.86,16
268,O00419,P0196,1,697.61,49
269,O00366,P0128,7,3879.0,28
270,O00127,P0378,1,1075.98,47
271,O00395,P0049,9,3363.44,13
272,O00243,P0200,5,4687.45,10
273,O00323,P0373,1,3749.15,35
274,O00267,P0063,5,2458.03,19
275,O00102,P0185,1,4331.92,13
276,O00499,P0058,4,3201.25,20
277,O00008,P0086,5,2965.01,25
278,O00405,P0125,1,4847.29,37
279,O00402,P0354,8,3473.19,9
280,O00191,P0395,2,1318.74,31
281,O00047,P0352,10,1758.27,48
282,O00321,P0031,1,1842.04,9
283,O00360,P0275,2,716.55,14
284,O00163,P0286,6,4047.07,28
285,O00376,P0099,1,3477.32,22
286,O00371,P0069,5,4503.45,31
287,O00362,P0225,9,1544.1,44
288,O00251,P0098,10,1014.47,22
289,O00166,P0375,8,1449.09,38
290,O00469,P0441,9,885.68,33
291,O00080,P0231,5,4115.15,34
292,O00188,P0233,1,3902.0,32
293,O00195,P0376,3,4426.37,39
294,O00439,P0187,10,1270.05,46
295,O00033,P0338,9,4113.34,12
296,O00269,P0350,8,3852.1,9
297,O00314,P0145,6,2108.04,20
298,O00057,P0050,9,3328.57,2
299,O00428,P0481,3,975.33,2
300,O00104,P0055,8,1038.92,2
301,O00293,P0329,7,3323.81,33
302,O00320,P0360,10,1354.1,23
303,O00114,P0311,2,164.12,13
304,O00336,P0252,2,2393.49,40
305,O00032,P0185,9,3743.04,26
306,O00421,P0189,1,4135.85,17
307,O00271,P0021,2,4188.84,4
308,O00484,P0111,9,575.88,46
309,O00119,P0273,7,1028.36,33
310,O00337,P0128,10,3164.09,11
311,O00286,P0384,9,2134.4,6
312,O00393,P0327,10,1854.02,29
313,O00360,P0341,7,4425.84,10
314,O00406,P0093,9,2067.63,21
315,O00337,P0081,9,4992.32,28
316,O00478,P0181,6,2795.4,20
317,O00433,P0191,7,3844.5,27
318,O00423,P0372,6,3081.23,36
319,O00280,P0110,7,3851.97,47
320,O00131,P0185,8,2292.75,25
321,O00001,P0372,1,4916.49,38
322,O00009,P0266,3,4967.72,19
323,O00004,P0154,4,1152.63,20
324,O00012,P0396,5,4603.65,32
325,O00285,P0293,10,858.1,2
326,O00236,P0183,3,778.2,23
327,O00456,P0299,4,1241.67,19
328,O00048,P0293,7,2888.42,13
329,O00376,P0040,6,3985.23,11
330,O00250,P0423,10,4115.62,6
331,O00305,P0329,5,283.12,36
332,O00196,P0041,1,4617.17,21
333,O00179,P0451,7,2140.96,7
334,O00446,P0395,4,3763.63,38
335,O00476,P0006,7,365.23,33
336,O00022,P0164,9,2868.07,20
337,O00258,P0358,4,850.67,43
338,O00375,P0202,8,3788.92,36
339,O00259,P0047,4,2216.48,50
340,O00202,P0076,3,1747.22,30
341,O00293,P0382,1,2785.95,16
342,O00044,P0205,9,2229.01,44
343,O00067,P0391,3,2456.52,12
344,O00250,P0203,10,1060.89,39
345,O00377,P0269,4,1287.34,17
346,O00398,P0221,6,3455.22,36
347,O00046,P0058,7,2175.35,22
348,O00098,P0165,6,3010.0,1
349,O00395,P0157,3,4939.49,39
350,O00421,P0412,8,3153.59,28
351,O00023,P0474,4,1078.46,23
352,O00080,P0388,2,650.62,3
353,O00125,P0486,10,4640.98,18
354,O00008,P0176,2,1595.08,30
355,O00012,P0170,4,3726.06,13
356,O00105,P0280,9,3776.74,35
357,O00248,P0319,3,3505.85,42
358,O00010,P0193,10,4539.6,33
359,O00023,P0131,3,394.54,12
360,O00405,P0357,10,1429.28,29
361,O00336,P0484,1,426.33,42
362,O00139,P0340,6,4334.98,1
363,O00150,P0445,7,1232.73,24
364,O00261,P0364,2,4528.97,31
365,O00444,P0306,9,531.3,12
366,O00257,P0495,8,2847.37,45
367,O00012,P0021,4,4619.12,19
368,O00171,P0251,7,3747.51,1
369,O00178,P0351,6,1841.35,19
370,O00121,P0257,5,4078.28,40
371,O00132,P0450,7,4462.97,1
372,O00484,P0285,5,1205.36,21
373,O00460,P0202,3,530.2,24
374,O00267,P0492,10,4376.24,43
375,O00117,P0214,4,2907.2,27
376,O00497,P0160,10,1713.5,34
377,O00068,P0106,3,2947.05,43
378,O00410,P0104,3,1614.09,45
379,O00461,P0269,3,2207.32,49
380,O00075,P0336,10,4593.85,20
381,O00035,P0286,9,4748.15,7
382,O00095,P0163,3,3662.69,48
383,O00164,P0451,7,4809.86,19
384,O00227,P0382,5,844.59,12
385,O00055,P0068,3,228.37,39
386,O00316,P0137,10,2878.51,14
387,O00306,P0119,4,3468.15,22
388,O00041,P0353,8,757.02,38
389,O00241,P0365,6,1001.48,24
390,O00252,P0243,3,902.55,14
391,O00017,P0210,1,4634.63,26
392,O00114,P0381,4,3813.11,4
393,O00091,P0475,8,4348.93,31
394,O00353,P0167,8,4449.18,27
395,O00208,P0398,1,3078.86,24
396,O00369,P0161,7,3096.37,47
397,O00293,P0305,9,2673.63,45
398,O00403,P0020,9,635.65,29
399,O00424,P0450,1,4401.12,15
400,O00266,P0276,7,4920.77,2
401,O00286,P0199,9,3849.28,3
402,O00098,P0150,8,2050.4,19
403,O00397,P0424,5,2360.6,27
404,O00151,P0314,1,3480.77,9
405,O00238,P0425,8,543.16,32
406,O00058,P0093,10,4695.43,44
407,O00280,P0070,7,2126.44,28
408,O00013,P0092,8,2992.55,45
409,O00459,P0104,8,541.88,20
410,O00355,P0333,3,3620.04,7
411,O00047,P0059,8,3206.95,5
412,O00269,P0363,7,3661.68,32
413,O00314,P0487,3,1955.53,24
414,O00023,P0394,3,4570.04,36
415,O00447,P0338,3,894.41,9
416,O00092,P0394,1,2155.95,19
417,O00374,P0394,8,1515.02,11
418,O00061,P0461,3,4806.13,0
419,O00319,P0392,5,159.82,31
420,O00438,P0256,9,4056.53,38
421,O00452,P0253,4,1162.68,42
422,O00244,P0233,7,2265.19,38
423,O00308,P0004,4,4422.62,17
424,O00318,P0322,9,4118.59,13
425,O00026,P0095,3,369.81,22
426,O00019,P0075,1,3368.28,38
427,O00153,P0170,2,340.25,26
428,O00092,P0083,5,3094.34,44
429,O00359,P0305,10,3957.81,11
430,O00495,P0234,10,1864.92,2
431,O00048,P0394,5,1681.83,24
432,O00420,P0035,7,4232.22,4
433,O00150,P0242,3,697.91,17
434,O00169,P0270,7,2670.77,44
435,O00108,P0314,1,635.58,46
436,O00323,P0271,2,2469.95,44
437,O00310,P0479,5,2192.56,20
438,O00133,P0270,10,4975.62,22
439,O00475,P0067,10,2856.91,33
440,O00374,P0324,8,2513.27,11
441,O00453,P0313,4,3572.08,12
442,O00001,P0061,1,2377.94,50
443,O00061,P0378,4,4017.87,26
444,O00212,P0024,6,1813.29,40
445,O00109,P0006,4,3481.08,16
446,O00405,P0035,5,1571.39,35
447,O00166,P0393,1,657.8,21
448,O00175,P0203,10,3118.37,1
449,O00427,P0090,4,1719.52,21
450,O00473,P0345,8,4589.2,2
451,O00331,P0070,8,861.39,29
452,O00457,P0443,9,4490.05,29
453,O00402,P0417,7,4646.17,3
454,O00428,P0267,5,2868.22,43
455,O00162,P0285,9,191.72,36
456,O00351,P0170,6,424.44,9
457,O00144,P0431,1,1761.85,24
458,O00321,P0274,3,2897.81,24
459,O00096,P0305,2,4336.51,48
460,O00158,P0362,6,3578.22,17
461,O00212,P0045,8,4397.54,23
462,O00232,P0425,5,1159.09,19
463,O00090,P0058,6,3946.23,49
464,O00104,P0468,2,2274.49,1
465,O00410,P0248,9,854.98,21
466,O00473,P0248,9,1620.76,20
467,O00074,P0394,2,4128.48,33
468,O00347,P0068,4,3650.4,29
469,O00199,P0366,9,667.6,19
470,O00478,P0023,10,4372.19,21
471,O00240,P0456,1,605.2,49
472,O00338,P0382,5,210.15,48
473,O00160,P0328,4,1672.31,12
474,O00147,P0142,9,1663.83,28
475,O00344,P0061,5,831.67,17
476,O00059,P0008,10,2842.17,6
477,O00106,P0278,6,2791.89,17
478,O00073,P0483,5,2913.01,10
479,O00037,P0160,10,4471.99,34
480,O00228,P0026,3,242.06,43
481,O00026,P0055,7,363.62,27
482,O00201,P0092,10,4467.25,40
483,O00429,P0354,8,3119.95,19
484,O00171,P0419,4,3593.2,42
485,O00415,P0274,2,4871.04,48
486,O00392,P0239,10,745.8,44
487,O00240,P0050,8,1620.92,41
488,O00364,P0393,8,2405.67,14
489,O00074,P0441,10,1364.46,23
490,O00201,P0094,6,3965.02,20
491,O00233,P0250,1,420.29,7
492,O00180,P0246,8,4244.25,18
493,O00394,P0179,10,2915.92,32
494,O00053,P0208,2,1696.76,41
495,O00037,P0406,5,2710.45,25
496,O00303,P0212,4,3142.29,35
497,O00082,P0499,8,1980.7,21
498,O00107,P0417,10,2212.63,27
499,O00291,P0404,6,2768.18,15
500,O00089,P0340,2,3722.9,45
501,O00294,P0429,8,660.18,38
502,O00238,P0167,9,578.5,28
503,O00091,P0158,7,441.08,6
504,O00351,P0417,10,3879.58,24
505,O00168,P0254,1,543.61,8
506,O00455,P0298,1,3809.68,42
507,O00077,P0232,9,1528.37,39
508,O00296,P0229,4,1107.74,20
509,O00154,P0292,5,4600.66,27
510,O00368,P0469,6,4952.42,37
511,O00005,P0314,9,2080.57,8
512,O00437,P0151,1,1909.19,35
513,O00496,P0028,1,3546.44,22
514,O00057,P0441,5,4341.83,15
515,O00222,P0360,10,2031.91,20
516,O00365,P0196,7,1969.67,34
517,O00109,P0340,3,2426.87,12
518,O00285,P0197,6,4215.82,9
519,O00148,P0447,3,757.96,4
520,O00332,P0009,3,3634.56,31
521,O00337,P0224,3,514.85,41
522,O00413,P0213,8,4478.55,44
523,O00310,P0477,7,3153.92,29
524,O00261,P0218,9,4118.35,24
525,O00182,P0116,3,2181.38,0
526,O00296,P0256,4,3589.44,17
527,O00211,P0475,9,2924.13,2
528,O00020,P0291,8,3553.92,7
529,O00298,P0247,2,796.23,46
530,O00270,P0440,5,2378.19,5
531,O00268,P0456,10,533.39,30
532,O00323,P0380,2,3451.96,34
533,O00409,P0297,5,3103.89,21
534,O00274,P0399,1,2397.46,32
535,O00464,P0241,10,3695.69,26
536,O00181,P0492,5,1517.12,2
537,O00356,P0473,10,3772.18,46
538,O00402,P0289,5,400.95,30
539,O00297,P0087,10,352.94,18
540,O00415,P0378,10,233.76,31
541,O00043,P0065,9,476.63,50
542,O00143,P0130,3,3117.41,17
543,O00440,P0132,1,3733.0,38
544,O00090,P0466,10,3720.94,42
545,O00229,P0190,3,1380.14,44
546,O00121,P0249,3,4016.92,2
547,O00176,P0044,3,3018.17,9
548,O00429,P0254,7,3874.8,15
549,O00339,P0226,3,1133.2,46
550,O00432,P0177,1,3247.08,48
551,O00420,P0060,1,921.24,25
552,O00244,P0155,8,3756.14,48
553,O00473,P0273,4,1961.02,45
554,O00200,P0243,5,811.23,27
555,O00007,P0148,8,1971.82,20
556,O00493,P0272,1,577.09,34
557,O00327,P0182,7,3091.38,41
558,O00440,P0140,6,1424.6,6
559,O00131,P0336,10,2016.65,49
560,O00346,P0384,4,3698.14,37
561,O00395,P0100,9,1753.29,44
562,O00093,P0161,9,151.83,0
563,O00426,P0035,1,2115.12,33
564,O00054,P0351,8,1822.43,46
565,O00146,P0129,4,266.8,39
566,O00048,P0030,10,3317.37,13
567,O00487,P0307,2,3569.57,7
568,O00045,P0439,10,736.55,42
569,O00392,P0461,10,4035.68,11
570,O00459,P0057,3,1341.35,29
571,O00339,P0480,2,3230.02,17
572,O00394,P0219,6,1360.95,49
573,O00038,P0142,1,1975.72,21
574,O00031,P0133,5,971.85,4
575,O00252,P0476,4,3090.48,11
576,O00331,P0252,2,804.98,49
577,O00221,P0112,10,3252.36,28
578,O00367,P0133,2,270.82,4
579,O00293,P0373,5,3908.46,1
580,O00460,P0255,3,3299.04,0
581,O00478,P0020,7,1405.54,44
582,O00169,P0464,7,2915.74,32
583,O00363,P0482,8,2442.88,25
584,O00433,P0373,2,2746.63,0
585,O00197,P0489,8,693.9,34
586,O00479,P0184,6,3441.0,25
587,O00029,P0324,2,1890.24,21
588,O00042,P0431,8,3826.22,18
589,O00332,P0104,3,2816.93,24
590,O00339,P0098,5,3509.82,6
591,O00323,P0353,6,2483.87,40
592,O00225,P0377,4,785.72,12
593,O00013,P0369,10,1268.58,24
594,O00033,P0406,9,3252.7,31
595,O00274,P0495,8,4836.21,1
596,O00019,P0174,1,1754.82,46
597,O00022,P0208,2,1137.22,41
598,O00342,P0268,8,4706.44,34
599,O00077,P0380,10,1241.63,4
600,O00019,P0377,3,2495.58,1
601,O00242,P0465,10,324.43,44
602,O00333,P0067,1,944.02,3
603,O00464,P0158,2,2335.3,10
604,O00428,P0303,2,4107.22,6
605,O00059,P0255,10,4015.96,14
606,O00033,P0412,4,2188.44,47
607,O00348,P0206,6,691.93,43
608,O00295,P0280,3,1675.79,50
609,O00110,P0392,1,3006.12,21
610,O00033,P0062,5,792.06,26
611,O00087,P0357,6,2811.7,28
612,O00125,P0474,10,299.42,6
613,O00406,P0434,10,1943.04,10
614,O00009,P0451,8,495.54,0
615,O00092,P0475,2,3563.03,37
616,O00455,P0146,7,3498.17,50
617,O00396,P0244,3,1110.19,40
618,O00139,P0268,8,2118.95,11
619,O00313,P0355,1,3021.73,45
620,O00256,P0314,2,3173.24,50
621,O00155,P0179,7,122.39,15
622,O00099,P0061,9,4886.28,39
623,O00186,P0442,9,2586.95,29
624,O00395,P0321,4,1454.49,12
625,O00058,P0408,3,3457.69,30
626,O00255,P0091,3,3383.7,2
627,O00028,P0331,6,1496.82,27
628,O00129,P0172,10,4045.25,48
629,O00233,P0023,2,3728.04,34
630,O00091,P0081,1,2476.8,7
631,O00037,P0459,4,3634.88,37
632,O00297,P0167,7,1073.88,43
633,O00460,P0167,4,3916.98,20
634,O00117,P0051,4,3714.96,12
635,O00193,P0457,4,460.3,37
636,O00249,P0028,7,810.21,39
637,O00233,P0092,7,1930.08,29
638,O00369,P0100,6,4880.22,12
639,O00172,P0066,1,3491.83,3
640,O00144,P0070,2,4273.09,29
641,O00215,P0088,6,1177.28,18
642,O00310,P0081,10,4537.33,36
643,O00497,P0284,4,523.72,33
644,O00251,P0442,4,2998.75,29
645,O00143,P0008,7,3707.28,15
646,O00127,P0168,7,2939.39,37
647,O00485,P0077,10,4501.43,26
648,O00023,P0021,8,3694.03,32
649,O00018,P0218,9,2032.17,44
650,O00421,P0051,8,2526.9,5
651,O00286,P0386,1,3496.48,26
652,O00487,P0112,3,1856.19,15
653,O00332,P0047,1,2450.94,19
654,O00083,P0361,8,4303.82,47
655,O00299,P0013,8,2372.43,8
656,O00448,P0361,7,1006.23,23
657,O00321,P0238,1,4315.87,4
658,O00198,P0458,6,2701.51,18
659,O00219,P0386,5,3520.47,39
660,O00278,P0295,4,3959.69,5
661,O00318,P0451,6,3705.23,3
662,O00264,P0485,6,4451.09,7
663,O00197,P0188,8,3133.75,23
664,O00188,P0090,9,3553.88,35
665,O00364,P0397,4,778.19,21
666,O00123,P0277,2,3280.29,47
667,O00481,P0386,10,4368.54,44
668,O00108,P0386,4,1670.27,17
669,O00258,P0349,7,1458.01,4
670,O00191,P0177,8,2482.51,33
671,O00425,P0063,8,3578.14,43
672,O00423,P0273,5,2314.69,23
673,O00410,P0345,2,1022.93,29
674,O00045,P0042,7,4499.93,18
675,O00491,P0490,2,635.89,17
676,O00058,P0357,3,2532.01,13
677,O00267,P0488,1,1536.53,43
678,O00278,P0478,3,2422.13,26
679,O00228,P0378,1,1528.43,4
680,O00012,P0447,4,4191.24,33
681,O00331,P0172,7,2935.65,41
682,O00331,P0403,6,2482.13,42
683,O00357,P0272,9,2281.76,19
684,O00291,P0068,5,941.51,16
685,O00117,P0248,6,4856.55,49
686,O00433,P0025,3,1830.29,29
687,O00490,P0086,10,4628.25,45
688,O00275,P0147,3,4868.71,45
689,O00355,P0464,3,890.15,7
690,O00022,P0163,10,719.72,16
691,O00190,P0095,4,2856.19,2
692,O00341,P0163,6,824.93,28
693,O00277,P0500,3,2714.85,7
694,O00472,P0013,7,4662.24,49
695,O00075,P0486,8,4646.28,9
696,O00003,P0497,9,4880.45,21
697,O00332,P0362,5,2422.16,18
698,O00497,P0484,10,3367.75,36
699,O00374,P0465,8,1759.55,7
700,O00375,P0246,1,783.17,35
701,O00060,P0158,1,2067.99,14
702,O00229,P0183,2,1699.2,38
703,O00329,P0100,10,2679.53,50
704,O00480,P0393,5,1059.01,5
705,O00276,P0435,8,3417.61,5
706,O00500,P0263,7,1052.81,20
707,O00309,P0310,9,4722.67,42
708,O00185,P0204,3,3608.22,27
709,O00190,P0198,6,159.73,22
710,O00180,P0158,8,4384.08,5
711,O00111,P0373,8,3733.49,26
712,O00412,P0227,5,902.57,46
713,O00497,P0460,7,3670.17,26
714,O00072,P0428,10,3029.88,9
715,O00107,P0156,8,4943.07,33
716,O00172,P0034,10,3804.96,5
717,O00004,P0210,5,2131.12,35
718,O00237,P0364,10,3800.69,8
719,O00103,P0096,7,1518.37,31
720,O00022,P0422,5,4189.47,19
721,O00253,P0287,8,1200.15,50
722,O00002,P0079,5,1570.83,40
723,O00428,P0326,8,708.47,42
724,O00458,P0148,7,978.92,44
725,O00331,P0126,1,684.84,17
726,O00253,P0497,2,3034.57,23
727,O00298,P0247,10,2236.74,16
728,O00322,P0352,8,4873.87,7
729,O00192,P0263,10,185.97,16
730,O00084,P0298,1,816.07,29
731,O00450,P0355,3,1851.19,3
732,O00140,P0185,7,3217.61,22
733,O00025,P0149,5,2695.1,4
734,O00264,P0100,3,3846.98,38
735,O00386,P0086,9,1680.77,20
736,O00424,P0433,5,1430.15,44
737,O00353,P0186,2,2718.66,22
738,O00422,P0074,1,771.05,18
739,O00191,P0399,8,2118.77,10
740,O00053,P0112,3,2566.58,12
741,O00408,P0460,9,3105.8,33
